drug_name,num_prescriber,total_cost
METAXALONE,2828,11479035.4
SEROQUEL,1243,11474011.689999994
AMLODIPINE-ATORVASTATIN,3131,11384991.13000003
REVATIO,181,11337520.009999998
CAYSTON,92,11308277.63
DESMOPRESSIN ACETATE,6187,11271388.179999955
BETHANECHOL CHLORIDE,6573,11207936.88000005
TROSPIUM CHLORIDE ER,2532,11191299.190000003
LIPITOR,2444,11114169.540000034
ASPIRIN-DIPYRIDAMOLE ER,2170,11081192.439999973
HYDROCORTISONE VALERATE,3038,11049184.60999999
EPLERENONE,4405,11007705.590000054
OXYMORPHONE HCL,1799,10983168.000000015
DICYCLOMINE HCL,44956,10927087.530000178
METHAZOLAMIDE,1317,10895527.859999973
JARDIANCE,1292,10879850.799999997
LUMIZYME,15,10829915.110000001
CLOZAPINE ODT,852,10741107.169999989
THEOPHYLLINE ANHYDROUS,15808,10718511.840000024
TRANSDERM-SCOP,3948,10711552.24000001
EXFORGE,2531,10699394.199999994
TRILEPTAL,806,10624321.669999985
DEPAKOTE,1365,10612930.499999987
CEVIMELINE HCL,2181,10598305.499999972
ROPINIROLE ER,2065,10585286.280000005
ABACAVIR-LAMIVUDINE-ZIDOVUDINE,462,10562409.829999994
FELBAMATE,865,10542267.969999993
BOTOX,352,10526586.950000005
LIOTHYRONINE SODIUM,10399,10457373.059999999
CLOTRIMAZOLE,12034,10373884.340000022
LETROZOLE,9965,10242417.8
ATENOLOL-CHLORTHALIDONE,20331,10155562.129999954
NEVIRAPINE ER,721,10111341.349999996
ATIVAN,371,10054129.669999998
CEFTRIAXONE,6665,10030987.440000035
PROVENTIL HFA,6761,9986383.059999974
EXTAVIA,162,9958264.939999998
HUMALOG MIX 50-50,641,9949565.059999999
METHOCARBAMOL,23162,9848024.309999937
GLUCAGON EMERGENCY KIT,1727,9836048.639999978
PROGESTERONE,5486,9813925.86000002
PRAZOSIN HCL,13441,9763032.740000002
ZONEGRAN,398,9752809.580000002
FABRAZYME,27,9724536.28
VORICONAZOLE,440,9616504.330000004
MESTINON,508,9590514.710000012
TYKERB,143,9535463.900000006
HERCEPTIN,89,9530365.160000004
RELPAX,1387,9508843.049999995
SIROLIMUS,587,9502324.16999999
HALOBETASOL PROPIONATE,2317,9475402.649999999
EFFEXOR XR,1588,9472952.9
BUPRENORPHINE HCL,2385,9444746.419999985
CHENODAL,13,9441616.2
DICLOFENAC POTASSIUM,7212,9424510.51999999
PROTONIX,2067,9409875.079999994
PROCTOZONE-HC,6198,9372224.590000028
GAMMAPLEX,54,9306196.080000002
HETLIOZ,76,9261253.95
PULMICORT FLEXHALER,2309,9259381.689999998
TRAMADOL HCL ER,4060,9258358.249999981
OMEPRAZOLE-SODIUM BICARBONATE,996,9207380.259999998
FLUOCINOLONE ACETONIDE,3107,9184081.470000016
AMLODIPINE-VALSARTAN-HCTZ,2787,9166547.089999989
CUPRIMINE,62,9144743.429999998
DILT-XR,12586,9099651.909999926
FLOVENT DISKUS,2513,9097861.979999986
EMTRIVA,965,8969928.069999982
VELCADE,78,8951192.950000003
HYDROXYUREA,9463,8936958.29999998
PROPAFENONE HCL,8490,8933035.65999998
XOPENEX HFA,6688,8855237.879999978
DOXYCYCLINE MONOHYDRATE,14893,8833956.609999977
EDECRIN,547,8809530.73
CARBIDOPA,464,8769832.319999998
MYCOPHENOLIC ACID,642,8730933.270000007
RABEPRAZOLE SODIUM,7023,8703755.589999985
SPIRONOLACTONE-HCTZ,7321,8668599.489999985
ALCOHOL PREP PADS,8882,8656163.060000006
LENVIMA,33,8634824.62
CANDESARTAN CILEXETIL,4655,8595064.03000001
DIGITEK,10384,8559329.560000006
JANTOVEN,23222,8372221.179999984
PLAVIX,2462,8342366.419999985
KLOR-CON 10,16039,8330660.879999998
CLINDAMYCIN HCL,48673,8327689.5399998585
ALFUZOSIN HCL ER,11450,8305454.629999967
METOCLOPRAMIDE HCL,38389,8263831.630000046
EXALGO,344,8214297.310000006
BICALUTAMIDE,8740,8188567.3999999985
DUEXIS,200,8172530.210000001
TOBRADEX,1742,8136191.680000004
FLUPHENAZINE DECANOATE,2166,8103901.530000009
GLUCAGEN,1415,8089409.680000003
INVOKAMET,962,7992052.229999995
RISPERIDONE ODT,2345,7869019.369999992
LOVENOX,694,7861687.879999996
ZONISAMIDE,8510,7840367.91999998
TRETINOIN,2614,7817926.120000016
CEREZYME,22,7801002.529999999
MINOCYCLINE HCL,12363,7760602.510000023
ZIOPTAN,1872,7715189.49999999
TROKENDI XR,501,7700458.689999998
NISOLDIPINE,2057,7678538.59999999
TESTOSTERONE,1214,7668880.340000001
NORDITROPIN FLEXPRO,202,7622417.270000002
SILENOR,1243,7584295.399999992
CELLCEPT,341,7557015.409999999
NEOMYCIN-POLYMYXIN-DEXAMETH,11221,7540585.579999993
ESTRING,1270,7534717.59
XGEVA,196,7531298.389999999
ACIPHEX,954,7373908.770000004
RELISTOR,389,7330010.049999994
K-TAB ER,4733,7228028.410000006
EGRIFTA,102,7223718.769999998
ACARBOSE,5026,7181817.760000003
PHENYTOIN,8694,7121851.509999983
FELBATOL,222,7110911.009999999
PROVIGIL,268,7109830.010000002
MYSOLINE,184,7106784.629999998
IMIQUIMOD,2314,7098813.959999982
SULFASALAZINE,9037,7093684.010000013
DEXTROAMPHETAMINE SULFATE ER,1666,7076396.800000002
BEXAROTENE,17,7072228.44
IRBESARTAN-HYDROCHLOROTHIAZIDE,9181,7068682.270000029
NAGLAZYME,7,7056828.25
CLARITHROMYCIN,6763,7021397.180000018
BIDIL,1463,7017667.500000012
TANZEUM,883,6945342.979999993
LEXAPRO,1877,6934144.329999997
TEGRETOL,1903,6833786.940000003
BOOSTRIX TDAP,2234,6814931.499999991
NOVOFINE 32,6226,6812430.279999982
PERMETHRIN,3091,6809042.13
VALPROIC ACID,11767,6796856.030000062
GEODON,639,6796550.470000002
VIRACEPT,442,6792112.480000002
LEUKINE,31,6779668.32
TRELSTAR,92,6737759.630000001
SYPRINE,20,6700753.710000001
GENTAMICIN SULFATE,7927,6648086.300000017
NOVOFINE AUTOCOVER,3735,6613782.37
FLUVOXAMINE MALEATE,9676,6582742.480000003
VPRIV,12,6579192.56
PROCYSBI,8,6570001.31
CHLORHEXIDINE GLUCONATE,33134,6565621.850000025
KADIAN,287,6534452.069999998
FYCOMPA,394,6502961.490000002
ALREX,1074,6502059.309999997
UCERIS,284,6445389.580000001
THIOLA,69,6405560.010000001
BISOPROLOL-HYDROCHLOROTHIAZIDE,21987,6392408.7100000195
LITHIUM CARBONATE ER,12027,6336986.7499999935
PENTOXIFYLLINE,11477,6315953.099999984
APIDRA,852,6312779.199999998
LITHIUM CARBONATE,22645,6310090.049999963
GLATOPA,92,6285613.119999999
DUTASTERIDE,1570,6273077.959999998
KORLYM,20,6218343.159999999
NILANDRON,66,6196153.389999998
INVEGA TRINZA,74,6167203.179999999
VERAPAMIL HCL,12236,6136280.219999968
HYDROXYZINE PAMOATE,16627,6112554.939999983
FLUDROCORTISONE ACETATE,14190,6085915.849999947
OLOPATADINE HCL,1276,6079111.080000002
PIROXICAM,3589,6078161.889999999
BEPREVE,712,6031963.529999998
TIAGABINE HCL,898,5993683.529999988
ELIDEL,725,5958920.020000006
ZYPREXA RELPREVV,162,5956765.630000003
SOMATULINE DEPOT,78,5923985.569999998
LOPERAMIDE,12770,5922553.390000021
MERCAPTOPURINE,2525,5904384.369999984
EMEND,393,5887480.049999998
BROMOCRIPTINE MESYLATE,1601,5872545.8
ZELBORAF,56,5821732.6099999985
NEURONTIN,809,5793582.699999997
ZYFLO CR,128,5780926.459999998
EDARBYCLOR,1542,5779584.6600000085
SYMLINPEN 120,276,5760760.319999999
DEXAMETHASONE,15926,5714973.589999999
MOMETASONE FUROATE,9428,5695138.899999981
PROCTOSOL-HC,5023,5670501.720000016
THIOTHIXENE,3831,5647736.53
DICLOFENAC SODIUM-MISOPROSTOL,2257,5647009.699999991
ZAFIRLUKAST,3491,5641478.419999984
JUBLIA,541,5635213.210000004
BROMFENAC SODIUM,1099,5634707.119999999
EVISTA,1559,5633816.399999985
LEVETIRACETAM ER,2886,5590991.649999994
ZYKADIA,40,5563841.789999999
BROVANA,658,5536312.460000003
EDARBI,1600,5490386.219999998
PROZAC,655,5484817.5
HALOPERIDOL DECANOATE 100,2368,5456037.309999996
FERRIPROX,32,5430502.760000001
RIZATRIPTAN,7613,5415773.839999994
DEMECLOCYCLINE HCL,969,5391068.070000001
BACITRACIN,2382,5388747.900000003
RISPERDAL,502,5378757.099999994
RILUZOLE,591,5366341.200000008
MOXIFLOXACIN HCL,2454,5365105.0899999915
ADACEL TDAP,3224,5328243.730000003
TRIFLUOPERAZINE HCL,3814,5270623.819999992
RAPAMUNE,238,5268113.420000005
EVOTAZ,176,5249841.699999998
ABSTRAL,24,5244201.430000001
SELEGILINE HCL,1911,5174813.950000003
TAZTIA XT,8635,5165430.789999989
ZEGERID,253,5165254.669999998
KETOPROFEN,575,5127191.549999998
BETAMETHASONE VALERATE,4579,5112312.169999999
DOXERCALCIFEROL,359,5089426.1000000015
MYALEPT,6,5023542.63
SILVER SULFADIAZINE,7809,5018966.139999987
ZORTRESS,109,4967882.179999999
METHIMAZOLE,14082,4967569.760000003
VALCHLOR,43,4955398.7700000005
INDAPAMIDE,12444,4916845.879999995
TASMAR,37,4879380.239999999
AMBIEN,818,4858836.970000008
DARAPRIM,46,4853473.409999999
CAPRELSA,31,4842955.9
LOTRONEX,148,4831285.9799999995
FENTANYL CITRATE,161,4807000.439999999
GLYCOPYRROLATE,4422,4785191.31000001
EYLEA,66,4779046.810000001
OXAPROZIN,1719,4770160.810000002
CLORAZEPATE DIPOTASSIUM,9762,4761197.939999994
ISTALOL,897,4759697.15
BENLYSTA,87,4750276.529999998
FLUOCINOLONE ACETONIDE OIL,1238,4721276.799999997
NYAMYC,5188,4706178.999999976
MEDROXYPROGESTERONE ACETATE,12119,4671155.96000002
FINACEA,990,4654071.989999997
PALIPERIDONE ER,357,4631791.810000003
CABERGOLINE,1683,4629849.340000001
HEPARIN SODIUM,2578,4607592.1399999885
MYFORTIC,264,4590879.660000001
OPDIVO,25,4532000.06
DIOVAN HCT,1330,4529824.4799999995
PEG 3350-ELECTROLYTE,6740,4518254.569999992
COSOPT PF,1347,4516995.950000008
TESTIM,519,4512784.079999997
FLUPHENAZINE HCL,8691,4478628.72999999
GENOTROPIN,151,4476711.429999999
NAFTIN,462,4451692.239999998
FRAGMIN,152,4438271.690000001
MEROPENEM,1142,4432644.549999999
GAVILYTE-N,4205,4395519.990000011
BETOPTIC S,782,4390815.630000005
ZYVOX,93,4385925.989999999
SULFASALAZINE DR,2551,4373632.829999998
CEFPODOXIME PROXETIL,2238,4342486.129999999
AZASITE,892,4327292.709999999
DESIPRAMINE HCL,2909,4308338.3500000015
LUNESTA,832,4301520.060000001
ITRACONAZOLE,491,4286351.500000005
SURE COMFORT,7662,4270906.279999997
CARBATROL,1147,4268837.020000002
GLYBURIDE-METFORMIN HCL,9233,4243914.490000007
HORIZANT,530,4235376.189999998
REGRANEX,176,4231093.57
EMSAM,216,4213709.480000001
DILTIAZEM 12HR ER,2595,4213538.37000001
ETODOLAC ER,1428,4160246.040000002
XALATAN,1381,4159123.5000000084
HUMATROPE,127,4126492.8600000003
UNIFINE PENTIPS,7375,4122990.940000006
IMIPRAMINE HCL,9964,4093015.510000032
MISOPROSTOL,3296,3996213.850000003
XANAX,862,3995919.0400000005
CARIMUNE NF NANOFILTERED,32,3978674.6899999995
SANDOSTATIN LAR,50,3966486.870000001
CYCLOSPORINE MODIFIED,1262,3959644.210000001
ALIMTA,44,3937567.0400000005
SAIZEN,28,3936429.24
INVIRASE,230,3934041.0700000003
NAPROXEN SODIUM,5071,3928101.759999997
PERFOROMIST,410,3923523.9399999985
GABITRIL,426,3920968.8700000006
MIRAPEX ER,393,3914881.6000000015
TIMOPTIC OCUDOSE,419,3885981.9699999993
ALCOHOL PADS,3834,3885640.1000000034
AMBIEN CR,787,3881900.910000003
COSENTYX PEN (2 PENS),40,3879864.4499999997
SODIUM CHLORIDE,7215,3867480.970000006
HYDROCODONE-IBUPROFEN,4889,3848532.749999995
DEXTROAMPHETAMINE SULFATE,1480,3819097.0500000077
BIVIGAM,14,3777022.41
SANCUSO,153,3776177.7700000005
OLANZAPINE-FLUOXETINE HCL,629,3772844.5300000003
FUZEON,87,3761779.93
RAYOS,84,3756296.77
INTRALIPID,428,3723271.9200000013
CEFEPIME HCL,1150,3697039.87
ADDERALL XR,694,3615626.0699999994
DIHYDROERGOTAMINE MESYLATE,93,3605738.1300000004
AXIRON,376,3561558.5299999993
RISEDRONATE SODIUM DR,764,3558871.7300000074
PICATO,244,3558214.160000001
ANAGRELIDE HCL,1388,3553410.8000000003
MEGACE ES,220,3550419.7299999995
SINGULAIR,1171,3546980.9499999993
CARDIZEM CD,223,3518718.0599999996
VIVITROL,148,3518024.439999999
PENICILLIN V POTASSIUM,16036,3511665.4500000025
OXANDROLONE,211,3504161.649999998
E.E.S. 200,220,3492629.54
AURYXIA,193,3481650.49
OSENI,480,3477448.0100000002
ANDRODERM,587,3443664.570000004
ARMOUR THYROID,5920,3432855.740000007
ORACEA,323,3395668.2700000023
THIORIDAZINE HCL,4021,3381621.4299999983
VIVELLE-DOT,1560,3372198.070000005
SANDOSTATIN LAR DEPOT,40,3371511.9399999995
LOXAPINE,3145,3364663.080000002
RIBAVIRIN,748,3357145.959999998
FOSINOPRIL SODIUM,13188,3347507.6999999844
TETRABENAZINE,28,3321849.2099999995
TRIMETHOPRIM,6968,3319360.1600000067
ALVESCO,534,3316823.930000001
NORVASC,1509,3273719.1199999913
RUCONEST,3,3262023.96
KINERET,65,3250879.9699999997
FLUVOXAMINE MALEATE ER,586,3190794.6799999997
TRIAZOLAM,4483,3178039.5799999926
VERAPAMIL ER PM,2715,3144681.279999989
COMETRIQ,20,3133585.5899999994
ZAVESCA,10,3125058.72
VGO 40,491,3109470.08
NALTREXONE HCL,2754,3101115.6900000027
ALDURAZYME,4,3090449.96
TEFLARO,124,3045754.520000001
OXAZEPAM,3176,3038259.9699999997
LAMIVUDINE HBV,527,3036848.6199999987
KLOR-CON 8,4888,3034460.3899999955
MEXILETINE HCL,1484,3001291.430000003
ADEFOVIR DIPIVOXIL,258,2973047.1900000013
LEVALBUTEROL HCL,1071,2951912.8299999987
ULTICARE,3820,2928965.0600000047
MIACALCIN,51,2910766.9000000004
TYGACIL,138,2895263.5800000005
OXTELLAR XR,299,2893036.1699999976
RIBASPHERE RIBAPAK,142,2887419.6500000004
SULINDAC,6399,2869824.700000001
PROCHLORPERAZINE MALEATE,14489,2861137.049999996
TRAVOPROST,901,2844285.359999999
GAVILYTE-G,4597,2829297.0699999994
MINOXIDIL,7899,2826940.759999992
NPLATE,26,2816992.5000000005
TIROSINT,1048,2792927.1600000025
AUTOSHIELD DUO PEN NEEDLE,2113,2788628.0099999984
LIDOCAINE HCL,7325,2775851.9599999837
ZALEPLON,4926,2725293.880000003
OMNITROPE,125,2705067.6200000006
LAZANDA,13,2681938.01
LAMICTAL ODT,254,2668679.8099999977
ZYPREXA ZYDIS,172,2662557.509999999
FASLODEX,83,2661976.77
DANTROLENE SODIUM,1577,2654779.559999998
CERDELGA,6,2648323.39
PLEGRIDY,38,2633181.790000001
ELAPRASE,2,2626027.66
DESLORATADINE,3341,2621640.7199999955
EXFORGE HCT,689,2618526.6200000006
SPS,2009,2585420.1299999957
OCTREOTIDE ACETATE,259,2579775.130000001
ZOHYDRO ER,298,2576351.52
LESCOL XL,657,2551977.3299999996
TRIHEXYPHENIDYL HCL,9513,2550273.9600000046
CYPROHEPTADINE HCL,3449,2541350.53
FAMCICLOVIR,2401,2535421.2199999993
ZELAPAR,53,2533680.730000001
ZOLOFT,666,2524876.060000003
BUTALB-CAFF-ACETAMINOPH-CODEIN,1769,2522165.229999993
BUTORPHANOL TARTRATE,1490,2500331.8800000027
NOVOFINE,3014,2496700.540000006
RIFAMPIN,2143,2490557.1500000036
TEKTURNA HCT,956,2489253.6399999987
DIBENZYLINE,18,2460410.28
CYCLOSET,274,2456700.5100000002
PINDOLOL,1905,2451184.150000002
BELSOMRA,584,2450096.9999999995
ARICEPT,394,2448363.85
ROXICODONE,119,2446059.05
NESINA,378,2425085.9000000022
NEOMYCIN-POLYMYXIN-HYDROCORT,4019,2415539.859999997
CLINISOL,355,2413954.099999999
LASTACAFT,672,2409850.71
NORCO,436,2406437.3199999994
KIONEX,1839,2354966.630000003
EPITOL,2746,2341947.89
QUINAPRIL-HYDROCHLOROTHIAZIDE,3418,2335210.3200000105
FROVA,213,2333363.730000002
NITROGLYCERIN,637,2333067.4600000028
ETHAMBUTOL HCL,1576,2332937.4400000065
LANOXIN,1362,2332472.990000002
TRICOR,930,2329830.849999998
DICLOFENAC SODIUM ER,3991,2292760.069999999
TERBINAFINE HCL,11002,2283806.8399999966
VALIUM,401,2266103.9000000004
PAZEO,496,2255125.6499999994
ERBITUX,14,2250090.6900000004
ELELYSO,5,2247401.32
HYQVIA,27,2247318.89
AMRIX,148,2237689.359999999
ATOVAQUONE-PROGUANIL HCL,531,2236222.9500000007
BUTALBITAL COMPOUND-CODEINE,979,2232607.1599999983
PIPERACILLIN-TAZOBACTAM,669,2220291.3800000004
LEUCOVORIN CALCIUM,1704,2212664.8300000015
IMITREX,196,2212350.2699999996
NUTROPIN AQ NUSPIN,58,2209710.670000001
LEVOCARNITINE,1422,2205740.2699999986
VERAPAMIL SR,2988,2196828.5999999978
LEUKERAN,300,2195619.6200000006
CHOLESTYRAMINE LIGHT,1552,2190399.049999998
PEGASYS,41,2184097.11
MS CONTIN,135,2182794.980000001
TREXIMET,183,2182732.0400000005
APLENZIN,74,2179466.2600000002
FLUVASTATIN SODIUM,1030,2176501.9500000007
GAMMAGARD S-D,21,2175207.82
TOBI PODHALER,18,2174841.9800000004
ZOVIRAX,165,2174326.4899999998
OXYTROL,345,2169029.750000002
APTIVUS,111,2162529.69
PERJETA,26,2154350.0700000003
NEFAZODONE HCL,1556,2137173.6999999997
GAVILYTE-C,2205,2124611.970000002
DAPSONE,2576,2117610.6200000006
FORTAMET,64,2109712.1399999997
QNASL,639,2105513.780000001
DEPAKOTE SPRINKLE,352,2102226.0000000014
PANCREAZE,256,2096004.5699999998
KYNAMRO,6,2077702.3800000001
ENULOSE,3573,2076400.8899999966
KERYDIN,108,2070961.3700000006
POTIGA,141,2053483.8699999985
LODOSYN,63,2050656.27
NEORAL,277,2031281.2800000003
SIMCOR,549,2016407.1799999992
LUCENTIS,28,2009322.85
PREPOPIK,694,2008601.4599999986
EPOGEN,219,1994660.3999999997
INDERAL LA,226,1992797.8399999992
PROPYLTHIOURACIL,2093,1982600.7200000044
VIRAMUNE XR,169,1965598.71
CLOBETASOL EMOLLIENT,656,1965178.6000000006
ESTRADIOL-NORETHINDRONE ACETAT,933,1932908.45
ZOLINZA,17,1932031.39
PHENAZOPYRIDINE HCL,1852,1929341.2099999953
CROMOLYN SODIUM,1530,1927810.3599999973
PULMICORT,172,1923905.8599999999
ZOCOR,514,1916013.0899999978
DILAUDID,240,1890616.3499999996
DIFLUNISAL,983,1884714.1200000006
DETROL LA,532,1874496.5300000012
TRANYLCYPROMINE SULFATE,426,1869998.9400000002
SODIUM POLYSTYRENE SULFONATE,1090,1867486.790000001
OPIUM TINCTURE,202,1858495.4600000002
INTRON A,76,1850533.6999999995
LEVOXYL,2479,1847126.0500000003
LEVORPHANOL TARTRATE,76,1844032.1300000001
DIFLORASONE DIACETATE,231,1837590.7700000007
THEO-24,1027,1833487.8200000024
ZOMIG,179,1822420.32
ABRAXANE,22,1821213.1600000004
ALOXI,58,1817747.91
MICARDIS,702,1807929.149999997
ERYPED 200,121,1803771.4599999993
BUTALBITAL-ASPIRIN-CAFFEINE,1650,1801065.840000001
NAMZARIC,342,1793825.9500000004
SYLATRON,17,1760902.6500000001
PRANDIN,184,1749306.2000000002
PERPHENAZINE-AMITRIPTYLINE,1676,1742097.8800000004
FLUNISOLIDE,1590,1738426.3600000055
NEOMYCIN-POLYMYXIN-HC,2541,1722551.380000005
NEVIRAPINE,1095,1702556.6699999955
TERBUTALINE SULFATE,412,1695125.6499999985
REMODULIN,6,1690321.4999999998
LEVOBUNOLOL HCL,2698,1685978.1499999997
LEVEMIR FLEXPEN,286,1678105.8600000006
PLAQUENIL,276,1678028.080000001
SUMAVEL DOSEPRO,79,1677067.2100000002
PREVALITE,1130,1672651.659999999
VGO 30,298,1646567.1699999997
VGO 20,274,1646205.9399999992
EASY TOUCH PEN NEEDLE,3072,1625692.769999994
KEYTRUDA,9,1625187.11
DEXEDRINE,77,1625027.2200000002
MINIVELLE,680,1624318.0599999998
PRED FORTE,269,1615216.3099999994
BETIMOL,705,1614135.5900000005
TRIZIVIR,73,1614043.15
ENALAPRIL-HYDROCHLOROTHIAZIDE,6652,1600904.650000002
CEFPROZIL,1402,1585864.400000003
DEXTROSE IN WATER,1138,1585162.7200000028
CARAC,43,1581215.5999999994
CYCLOPHOSPHAMIDE,173,1575796.5199999998
GELNIQUE,337,1569970.2799999989
ZOLEDRONIC ACID,156,1567339.4700000004
AMILORIDE HCL,2238,1561810.6600000006
MOVANTIK,366,1554549.0199999993
MILRINONE LACTATE,57,1548292.38
TERCONAZOLE,2096,1534010.1500000001
MATZIM LA,1187,1528238.9799999977
TENORMIN,372,1524750.010000001
PENTAZOCINE-NALOXONE HCL,514,1523635.1500000006
MYCAMINE,70,1510781.1999999993
DOCETAXEL,47,1510514.9800000002
SALSALATE,521,1508232.1999999993
NICOTROL,323,1497607.8
ACTIQ,7,1495322.14
SSD,3171,1488569.0299999972
COZAAR,801,1475197.4300000006
CEFADROXIL,4564,1472840.1799999985
PAXIL,460,1470459.7699999993
KRISTALOSE,268,1470320.7099999995
EPINASTINE HCL,801,1462039.3300000015
GENERLAC,4092,1461221.5899999975
CYCLOSPORINE,277,1454359.7299999995
OXALIPLATIN,46,1453891.83
SIMPONI ARIA,15,1453020.28
NIASPAN,382,1452700.6799999992
ALBENZA,13,1446848.1900000004
NARATRIPTAN HCL,1164,1440742.1199999999
BUPHENYL,10,1439668.8899999997
SPORANOX,46,1437723.2899999998
PROBENECID,2517,1428415.249999999
DENAVIR,117,1422768.2099999995
VIMIZIM,1,1416815.3
LOTREL,451,1415155.5200000005
ILARIS,5,1409580.25
NICOTROL NS,219,1399037.2100000004
SUMATRIPTAN,334,1397063.6399999997
METOPROLOL-HYDROCHLOROTHIAZIDE,1843,1390480.5300000021
ORPHENADRINE CITRATE,2180,1379020.9500000002
DYRENIUM,355,1377155.96
POLYMYXIN B SUL-TRIMETHOPRIM,2976,1369083.5399999998
COSOPT,383,1363569.4800000002
ISOSORBIDE MONONITRATE,5808,1355483.2899999982
HYSINGLA ER,193,1351902.6200000006
FEMARA,139,1351015.4799999995
REXULTI,91,1348426.41
MICARDIS HCT,500,1340090.9000000001
ACAMPROSATE CALCIUM,587,1339886.7899999989
ZYMAXID,164,1321815.3900000001
THEOPHYLLINE,1413,1316351.7100000023
ZYLET,222,1296311.37
STIOLTO RESPIMAT,202,1292107.529999999
EQUETRO,251,1287128.6099999999
DIPENTUM,81,1284725.7899999998
MESALAMINE,287,1277437.9900000007
MONUROL,355,1268927.9099999983
TRANDOLAPRIL,3877,1265063.8599999994
AVAPRO,569,1262550.3499999994
ZOLMITRIPTAN,715,1261232.5399999998
ALINIA,62,1259742.8800000004
ZIRGAN,242,1253140.8499999999
CANDESARTAN-HYDROCHLOROTHIAZID,887,1245159.32
CIMETIDINE,2742,1245145.9900000028
ALCLOMETASONE DIPROPIONATE,674,1221079.0999999992
COMBIVIR,98,1219469.7200000007
VICODIN ES,594,1218671.9800000004
CAMBIA,130,1216263.4200000002
MEPRON,50,1214602.9299999997
TOBRAMYCIN,3299,1209861.9300000044
DONEPEZIL HCL ODT,1746,1207039.209999999
ERY-TAB,260,1205114.4300000006
RYTHMOL SR,144,1203330.4900000002
ESTAZOLAM,1231,1195650.9300000004
RIFABUTIN,134,1193979.8199999994
ADAGEN,1,1193561.8
BETAXOLOL HCL,819,1192044.209999998
DIDANOSINE,328,1184002.2900000003
MEPROBAMATE,369,1181101.2300000002
VERSACLOZ,33,1172584.41
CYRAMZA,11,1172355.5699999998
HYDROCORTISONE BUTYRATE,438,1170487.37
PIOGLITAZONE-GLIMEPIRIDE,202,1166479.5300000003
ERYPED 400,61,1163520.48
CALCIPOTRIENE-BETAMETHASONE DP,92,1158861.2699999996
CLIMARA,621,1153922.6699999997
ARCAPTA NEOHALER,258,1152266.8499999994
TYVASO,6,1147982.62
PEG-3350 AND ELECTROLYTES,2811,1146472.7100000018
TACLONEX,65,1146430.1300000001
ZORVOLEX,282,1144145.3400000003
VASOTEC,101,1124822.9299999995
ETHOSUXIMIDE,571,1118601.5499999993
PROBENECID-COLCHICINE,1465,1107012.2299999988
GENGRAF,285,1106269.5999999992
COLISTIMETHATE,97,1102077.17
WELLBUTRIN SR,255,1101560.88
ASCOMP WITH CODEINE,545,1098703.3400000003
COREG,368,1098585.1599999992
FORTICAL,930,1091844.8099999996
COMBIPATCH,501,1090961.2600000005
ARIMIDEX,148,1088810.6500000004
ACTOS,175,1087467.4499999995
METHYLPHENIDATE LA,443,1086699.7199999993
ACEBUTOLOL HCL,3113,1081688.7799999993
OTREXUP,98,1080090.0300000003
UROXATRAL,138,1078710.7700000007
MIGRANAL,25,1074282.61
PRAMIPEXOLE ER,128,1065430.4699999997
FLEBOGAMMA DIF,15,1065004.52
TREANDA,9,1064190.22
DIFICID,21,1063450.32
VALTREX,185,1063155.3499999999
HYZAAR,513,1055546.410000001
ERYTHROCIN STEARATE,165,1051773.3399999996
INCRUSE ELLIPTA,223,1045513.8999999994
NAFCILLIN SODIUM,104,1044518.3799999997
NORETHINDRONE ACETATE,960,1042167.7900000011
QUININE SULFATE,395,1039944.2999999993
IMIPRAMINE PAMOATE,247,1024453.1900000001
AZACITIDINE,15,1023201.9600000001
CYSTADANE,29,1019367.2000000001
ZUBSOLV,170,1018279.7600000002
KLOR-CON,361,1016971.5500000002
MOEXIPRIL HCL,1673,1013399.8
RIBASPHERE,318,1012225.2599999998
MOXEZA,140,1011393.8300000002
ARESTIN,19,1008265.8199999998
QUINIDINE GLUCONATE,175,1001568.4700000004
NICARDIPINE HCL,397,1000697.6099999998
OXISTAT,102,986889.1899999998
CANCIDAS,19,980590.1800000002
FLUOCINONIDE-E,400,974787.0099999995
DEPAKENE,100,972798.9900000002
EASY COMFORT PEN NEEDLES,905,970343.0200000011
METHSCOPOLAMINE BROMIDE,362,965986.5799999998
INDOMETHACIN,3013,963487.2099999983
LACRISERT,124,954188.0299999998
ALPRAZOLAM ER,1750,946160.1300000015
GUANFACINE HCL ER,356,943141.1099999995
METHYLERGONOVINE MALEATE,25,932370.2899999999
FARESTON,51,928274.8899999998
ADVICOR,253,921404.6400000004
VICODIN,689,920114.4100000005
PRILOSEC,178,919236.7799999998
CHLORZOXAZONE,1619,918938.1900000006
HUMIRA PEN PSORIASIS,11,917754.3200000001
FARYDAK,9,914815.1299999999
CLARITHROMYCIN ER,601,909779.6199999998
KAZANO,150,909663.3999999999
MAXALT,105,909404.28
ANTARA,128,897398.1499999996
EVZIO,58,897363.4799999996
ADDERALL,163,884081.8699999999
DANAZOL,241,878509.9999999999
KADCYLA,8,876567.8999999999
DEMSER,3,872702.06
REQUIP XL,136,872417.69
RIDAURA,45,870425.3799999999
PAXIL CR,326,869676.4000000005
VERAMYST,343,866281.5000000001
VICODIN HP,278,857108.1299999997
IMIPENEM-CILASTATIN SODIUM,265,855656.9399999997
LINEZOLID,48,855361.5199999999
PULMOZYME,16,843903.3899999999
SANDOSTATIN,10,832412.9199999999
