id,prescriber_last_name,prescriber_first_name,drug_name,drug_cost
1770628661,AAKALU,GEETHA,SEROQUEL XR,23180.52
1770628661,AAKALU,GEETHA,SERTRALINE HCL,786.16
1770628661,AAKALU,GEETHA,THIOTHIXENE,3650.17
1770628661,AAKALU,GEETHA,TRAZODONE HCL,345.37
1770628661,AAKALU,GEETHA,TRIHEXYPHENIDYL HCL,199.22
1770628661,AAKALU,GEETHA,VENLAFAXINE HCL ER,675.12
1770628661,AAKALU,GEETHA,ZIPRASIDONE HCL,2887.34
1811198278,AAKER,BENJAMIN,LEVOFLOXACIN,80.95
1770872988,AAKER,GRANT,KETOROLAC TROMETHAMINE,661.35
1770872988,AAKER,GRANT,LATANOPROST,163.37
1770872988,AAKER,GRANT,PREDNISOLONE ACETATE,2731.1
1770872988,AAKER,GRANT,VIGAMOX,3541.17
1871514117,AAKER,JOAN,AMLODIPINE BESYLATE,160.68
1871514117,AAKER,JOAN,LEVOTHYROXINE SODIUM,354.72
1871514117,AAKER,JOAN,LOSARTAN POTASSIUM,259.67
1871514117,AAKER,JOAN,SIMVASTATIN,133.73
1144422908,AAKER,JUSTIN,ACYCLOVIR,653.8
1144422908,AAKER,JUSTIN,ALPHAGAN P,2525.02
1144422908,AAKER,JUSTIN,AZOPT,7482.84
1144422908,AAKER,JUSTIN,BRIMONIDINE TARTRATE,6786.91
1144422908,AAKER,JUSTIN,COMBIGAN,10725.34
1144422908,AAKER,JUSTIN,DORZOLAMIDE HCL,979.05
1144422908,AAKER,JUSTIN,DORZOLAMIDE-TIMOLOL,4136.26
1144422908,AAKER,JUSTIN,DOXYCYCLINE MONOHYDRATE,379.58
1144422908,AAKER,JUSTIN,ERYTHROMYCIN,1103.85
1144422908,AAKER,JUSTIN,FLUOROMETHOLONE,13495.3
1144422908,AAKER,JUSTIN,KETOROLAC TROMETHAMINE,3594.08
1144422908,AAKER,JUSTIN,LATANOPROST,4844.69
1144422908,AAKER,JUSTIN,LEVOBUNOLOL HCL,317.94
1144422908,AAKER,JUSTIN,LOTEMAX,18537.93
1144422908,AAKER,JUSTIN,LUMIGAN,11105.53
1144422908,AAKER,JUSTIN,NEOMYCIN-POLYMYXIN-DEXAMETH,290.53
1144422908,AAKER,JUSTIN,OFLOXACIN,1913.27
1144422908,AAKER,JUSTIN,PATADAY,7821.66
1144422908,AAKER,JUSTIN,PATANOL,6138.92
1144422908,AAKER,JUSTIN,PILOCARPINE HCL,769.89
1144422908,AAKER,JUSTIN,PREDNISOLONE ACETATE,12076.42
1144422908,AAKER,JUSTIN,RESTASIS,18468.53
1144422908,AAKER,JUSTIN,TIMOLOL MALEATE,4065.77
1144422908,AAKER,JUSTIN,TOBRAMYCIN-DEXAMETHASONE,3630.4
1144422908,AAKER,JUSTIN,TRAVATAN Z,16922.67
1144422908,AAKER,JUSTIN,VALACYCLOVIR,3103.84
1134538911,AAKRE,REBEKAH,ATORVASTATIN CALCIUM,202.55
1134538911,AAKRE,REBEKAH,AZITHROMYCIN,188.05
1134538911,AAKRE,REBEKAH,CIPROFLOXACIN HCL,174.25
1134538911,AAKRE,REBEKAH,HYDROCHLOROTHIAZIDE,56.25
1134538911,AAKRE,REBEKAH,LEVOTHYROXINE SODIUM,495.19
1134538911,AAKRE,REBEKAH,LISINOPRIL,138.9
1134538911,AAKRE,REBEKAH,POTASSIUM CHLORIDE,517.35
1134538911,AAKRE,REBEKAH,PREDNISONE,145.06
1972698413,AALAEI,BEHZAD,CYCLOBENZAPRINE HCL,559.08
1972698413,AALAEI,BEHZAD,HYDROCODONE-ACETAMINOPHEN,517.99
1972698413,AALAEI,BEHZAD,TRAZODONE HCL,46.85
1780658039,AALAM,ALEXANDRE,AMOXICILLIN,390.5
1780658039,AALAM,ALEXANDRE,CHLORHEXIDINE GLUCONATE,179.56
1780658039,AALAM,ALEXANDRE,CLINDAMYCIN HCL,126.51
1780658039,AALAM,ALEXANDRE,HYDROCODONE-ACETAMINOPHEN,242.41
1780658039,AALAM,ALEXANDRE,IBUPROFEN,262.35
1780658039,AALAM,ALEXANDRE,METHYLPREDNISOLONE,279.73
1952376550,AALAMI,INGRID,VIVELLE-DOT,1687.12
1700010287,AALAMI HARANDI,ARMIN,HYDROCODONE-ACETAMINOPHEN,223.38
1700010287,AALAMI HARANDI,ARMIN,MELOXICAM,142.46
1932410263,AALAND,JENNA,ALPRAZOLAM,294.39
1932410263,AALAND,JENNA,AMANTADINE,1082.17
1932410263,AALAND,JENNA,AMITRIPTYLINE HCL,572.4
1932410263,AALAND,JENNA,BACLOFEN,1613.98
1932410263,AALAND,JENNA,CARBAMAZEPINE,2752.71
1932410263,AALAND,JENNA,CARBIDOPA-LEVODOPA,2004.35
1932410263,AALAND,JENNA,CLONAZEPAM,153.1
1932410263,AALAND,JENNA,CLOPIDOGREL,720.62
1932410263,AALAND,JENNA,COPAXONE,115936.42
1932410263,AALAND,JENNA,CYCLOBENZAPRINE HCL,376.86
1932410263,AALAND,JENNA,DEXTROAMPHETAMINE-AMPHETAMINE,583.84
1932410263,AALAND,JENNA,DIAZEPAM,106.56
1932410263,AALAND,JENNA,DIVALPROEX SODIUM,654.21
1932410263,AALAND,JENNA,DONEPEZIL HCL,1755.36
1932410263,AALAND,JENNA,DULOXETINE HCL,2637.43
1932410263,AALAND,JENNA,GABAPENTIN,2649.59
1932410263,AALAND,JENNA,HYDROCODONE-ACETAMINOPHEN,1481.4
1932410263,AALAND,JENNA,LEVETIRACETAM,3599.5
