drug_name,num_prescriber,total_cost
PROCYSBI,8,6570005
KADIAN,287,6534592
FYCOMPA,393,6503159
ALREX,1072,6502588
UCERIS,284,6445534
THIOLA,69,6405594
BISOPROLOL-HYDROCHLOROTHIAZIDE,21483,6402999
LITHIUM CARBONATE ER,11925,6342875
PENTOXIFYLLINE,11318,6321647
LITHIUM CARBONATE,22312,6321178
APIDRA,851,6313210
GLATOPA,92,6285658
DUTASTERIDE,1565,6273854
KORLYM,20,6218352
NILANDRON,66,6196185
INVEGA TRINZA,74,6167244
VERAPAMIL HCL,12093,6142177
HYDROXYZINE PAMOATE,16445,6120777
FLUDROCORTISONE ACETATE,13984,6092807
PIROXICAM,3572,6079894
OLOPATADINE HCL,1274,6079751
BEPREVE,710,6032321
TIAGABINE HCL,896,5994122
ELIDEL,724,5959270
ZYPREXA RELPREVV,162,5956840
LOPERAMIDE,12631,5928910
SOMATULINE DEPOT,78,5924024
MERCAPTOPURINE,2515,5905628
EMEND,392,5887677
BROMOCRIPTINE MESYLATE,1599,5873278
ZELBORAF,56,5821759
NEURONTIN,807,5793987
ZYFLO CR,128,5780992
EDARBYCLOR,1541,5780339
SYMLINPEN 120,276,5760898
DEXAMETHASONE,15708,5722817
MOMETASONE FUROATE,9334,5699823
PROCTOSOL-HC,4985,5672959
THIOTHIXENE,3818,5649609
DICLOFENAC SODIUM-MISOPROSTOL,2253,5648111
ZAFIRLUKAST,3478,5643093
JUBLIA,541,5635469
BROMFENAC SODIUM,1096,5635249
EVISTA,1555,5634558
LEVETIRACETAM ER,2878,5592386
ZYKADIA,40,5563860
BROVANA,656,5536622
EDARBI,1599,5491193
PROZAC,655,5485144
HALOPERIDOL DECANOATE 100,2362,5457222
FERRIPROX,32,5430520
RIZATRIPTAN,7562,5419513
DEMECLOCYCLINE HCL,969,5391544
BACITRACIN,2363,5389941
RISPERDAL,502,5379011
RILUZOLE,591,5366621
MOXIFLOXACIN HCL,2450,5366319
ADACEL TDAP,3211,5329142
TRIFLUOPERAZINE HCL,3800,5272499
RAPAMUNE,238,5268224
EVOTAZ,176,5249926
ABSTRAL,24,5244215
SELEGILINE HCL,1910,5175742
TAZTIA XT,8558,5169685
ZEGERID,253,5165390
KETOPROFEN,574,5127473
BETAMETHASONE VALERATE,4555,5114555
DOXERCALCIFEROL,359,5089594
MYALEPT,6,5023546
SILVER SULFADIAZINE,7759,5022852
METHIMAZOLE,13946,4974419
ZORTRESS,109,4967935
VALCHLOR,43,4955418
INDAPAMIDE,12246,4922755
TASMAR,37,4879399
AMBIEN,818,4859237
DARAPRIM,46,4853497
CAPRELSA,31,4842973
LOTRONEX,148,4831356
FENTANYL CITRATE,161,4807073
GLYCOPYRROLATE,4406,4787371
EYLEA,66,4779080
OXAPROZIN,1716,4771010
CLORAZEPATE DIPOTASSIUM,9621,4766001
ISTALOL,894,4760137
BENLYSTA,87,4750320
FLUOCINOLONE ACETONIDE OIL,1234,4721898
NYAMYC,5164,4708709
MEDROXYPROGESTERONE ACETATE,11987,4677023
FINACEA,990,4654559
PALIPERIDONE ER,356,4631967
CABERGOLINE,1679,4630680
HEPARIN SODIUM,2562,4608847
MYFORTIC,264,4591015
OPDIVO,25,4532011
DIOVAN HCT,1329,4530471
PEG 3350-ELECTROLYTE,5929,4521595
COSOPT PF,1336,4517674
TESTIM,518,4513043
FLUPHENAZINE HCL,8629,4482895
GENOTROPIN,151,4476782
NAFTIN,462,4451922
FRAGMIN,152,4438343
MEROPENEM,1140,4433193
GAVILYTE-N,4180,4397603
BETOPTIC S,780,4391198
ZYVOX,92,4385969
SULFASALAZINE DR,2539,4374884
CEFPODOXIME PROXETIL,2234,4343598
AZASITE,890,4327739
DESIPRAMINE HCL,2899,4309758
LUNESTA,832,4301905
ITRACONAZOLE,491,4286592
SURE COMFORT,5743,4274641
CARBATROL,1145,4269405
GLYBURIDE-METFORMIN HCL,9143,4248436
HORIZANT,530,4235647
REGRANEX,176,4231175
DILTIAZEM 12HR ER,2584,4214807
EMSAM,216,4213809
ETODOLAC ER,1425,4160941
XALATAN,1380,4159802
UNIFINE PENTIPS,7324,4126613
HUMATROPE,127,4126563
IMIPRAMINE HCL,9862,4097817
MISOPROSTOL,3284,3997865
XANAX,861,3996355
CARIMUNE NF NANOFILTERED,32,3978688
SANDOSTATIN LAR,50,3966510
CYCLOSPORINE MODIFIED,1260,3960250
ALIMTA,44,3937591
SAIZEN,28,3936442
INVIRASE,230,3934156
NAPROXEN SODIUM,5027,3930589
PERFOROMIST,409,3923737
GABITRIL,425,3921182
MIRAPEX ER,393,3915085
ALCOHOL PADS,3814,3887533
TIMOPTIC OCUDOSE,418,3886186
AMBIEN CR,787,3882284
COSENTYX PEN (2 PENS),40,3879884
SODIUM CHLORIDE,6470,3871046
HYDROCODONE-IBUPROFEN,4853,3850951
DEXTROAMPHETAMINE SULFATE,1478,3819816
BIVIGAM,14,3777030
SANCUSO,153,3776258
OLANZAPINE-FLUOXETINE HCL,629,3773165
FUZEON,87,3761825
RAYOS,84,3756340
INTRALIPID,428,3723481
CEFEPIME HCL,1144,3697614
ADDERALL XR,694,3615972
DIHYDROERGOTAMINE MESYLATE,93,3605779
AXIRON,376,3561751
RISEDRONATE SODIUM DR,763,3559246
PICATO,244,3558333
ANAGRELIDE HCL,1383,3554089
MEGACE ES,220,3550529
SINGULAIR,1167,3547547
PENICILLIN V POTASSIUM,15704,3519616
CARDIZEM CD,223,3518825
VIVITROL,148,3518098
OXANDROLONE,211,3504269
E.E.S. 200,220,3492737
AURYXIA,193,3481749
OSENI,480,3477685
ANDRODERM,587,3443955
ARMOUR THYROID,5888,3435748
ORACEA,323,3395829
THIORIDAZINE HCL,4004,3383546
VIVELLE-DOT,1555,3372974
SANDOSTATIN LAR DEPOT,40,3371534
LOXAPINE,3132,3366185
RIBAVIRIN,748,3357515
FOSINOPRIL SODIUM,13002,3353897
TRIMETHOPRIM,6900,3322865
TETRABENAZINE,28,3321864
ALVESCO,533,3317105
NORVASC,1509,3274439
RUCONEST,3,3262025
KINERET,65,3250910
FLUVOXAMINE MALEATE ER,586,3191076
TRIAZOLAM,4447,3180256
VERAPAMIL ER PM,2705,3146020
COMETRIQ,20,3133595
ZAVESCA,10,3125062
VGO 40,491,3109715
NALTREXONE HCL,2750,3102498
ALDURAZYME,4,3090451
TEFLARO,124,3045816
OXAZEPAM,3167,3039838
LAMIVUDINE HBV,527,3037096
KLOR-CON 8,4864,3036887
MEXILETINE HCL,1483,3002019
ADEFOVIR DIPIVOXIL,258,2973177
LEVALBUTEROL HCL,1071,2952437
ULTICARE,3692,2930836
MIACALCIN,51,2910792
TYGACIL,138,2895336
OXTELLAR XR,299,2893181
RIBASPHERE RIBAPAK,142,2887491
SULINDAC,6349,2872986
PROCHLORPERAZINE MALEATE,14354,2868266
TRAVOPROST,900,2844709
GAVILYTE-G,4567,2831560
MINOXIDIL,7840,2830787
NPLATE,26,2817006
TIROSINT,1047,2793458
AUTOSHIELD DUO PEN NEEDLE,2112,2789674
LIDOCAINE HCL,7114,2779433
ZALEPLON,4903,2727697
OMNITROPE,125,2705130
LAZANDA,13,2681945
LAMICTAL ODT,254,2668805
ZYPREXA ZYDIS,172,2662641
FASLODEX,83,2662020
DANTROLENE SODIUM,1575,2655545
CERDELGA,6,2648326
PLEGRIDY,38,2633199
ELAPRASE,2,2626029
DESLORATADINE,3328,2623301
EXFORGE HCT,688,2618866
SPS,2004,2586416
OCTREOTIDE ACETATE,259,2579907
ZOHYDRO ER,298,2576506
TRIHEXYPHENIDYL HCL,9454,2554866
LESCOL XL,656,2552315
CYPROHEPTADINE HCL,3428,2543088
FAMCICLOVIR,2395,2536581
ZELAPAR,53,2533710
ZOLOFT,665,2525207
BUTALB-CAFF-ACETAMINOPH-CODEIN,1766,2523029
BUTORPHANOL TARTRATE,1487,2501066
NOVOFINE,3013,2498192
RIFAMPIN,2135,2491614
TEKTURNA HCT,956,2489729
DIBENZYLINE,18,2460419
CYCLOSET,274,2456837
PINDOLOL,1901,2452115
BELSOMRA,584,2450378
ARICEPT,394,2448563
ROXICODONE,119,2446117
NESINA,378,2425261
NEOMYCIN-POLYMYXIN-HYDROCORT,3997,2417516
CLINISOL,355,2414130
LASTACAFT,669,2410186
NORCO,436,2406644
KIONEX,1835,2355884
EPITOL,2736,2343271
QUINAPRIL-HYDROCHLOROTHIAZIDE,3405,2336884
ETHAMBUTOL HCL,1570,2333723
FROVA,213,2333471
NITROGLYCERIN,635,2333380
LANOXIN,1359,2333149
TRICOR,930,2330300
DICLOFENAC SODIUM ER,3964,2294722
TERBINAFINE HCL,10835,2289289
VALIUM,401,2266305
PAZEO,491,2255374
ERBITUX,14,2250099
ELELYSO,5,2247404
HYQVIA,27,2247333
AMRIX,148,2237764
ATOVAQUONE-PROGUANIL HCL,530,2236477
BUTALBITAL COMPOUND-CODEINE,977,2233079
PIPERACILLIN-TAZOBACTAM,667,2220608
LEUCOVORIN CALCIUM,1699,2213498
IMITREX,195,2212444
NUTROPIN AQ NUSPIN,58,2209740
LEVOCARNITINE,1366,2206427
VERAPAMIL SR,2972,2198284
LEUKERAN,300,2195766
CHOLESTYRAMINE LIGHT,1549,2191131
PEGASYS,41,2184116
MS CONTIN,135,2182863
TREXIMET,183,2182819
APLENZIN,74,2179500
FLUVASTATIN SODIUM,1030,2177022
GAMMAGARD S-D,21,2175218
TOBI PODHALER,18,2174851
ZOVIRAX,165,2174404
OXYTROL,345,2169194
APTIVUS,111,2162587
PERJETA,26,2154363
NEFAZODONE HCL,1553,2137940
GAVILYTE-C,2196,2125439
DAPSONE,2567,2118848
FORTAMET,64,2109742
QNASL,639,2105832
DEPAKOTE SPRINKLE,351,2102407
PANCREAZE,256,2096129
ENULOSE,3552,2078153
KYNAMRO,6,2077705
KERYDIN,108,2071014
POTIGA,141,2053546
LODOSYN,63,2050687
NEORAL,276,2031414
SIMCOR,549,2016675
LUCENTIS,28,2009336
PREPOPIK,693,2008943
EPOGEN,219,1994770
INDERAL LA,226,1992905
PROPYLTHIOURACIL,2085,1983590
VIRAMUNE XR,169,1965683
CLOBETASOL EMOLLIENT,654,1965504
ESTRADIOL-NORETHINDRONE ACETAT,932,1933364
ZOLINZA,17,1932039
PHENAZOPYRIDINE HCL,1846,1930234
CROMOLYN SODIUM,1518,1928564
PULMICORT,172,1923994
ZOCOR,513,1916258
DILAUDID,240,1890739
DIFLUNISAL,982,1885186
DETROL LA,532,1874759
TRANYLCYPROMINE SULFATE,425,1870197
SODIUM POLYSTYRENE SULFONATE,1088,1868027
OPIUM TINCTURE,202,1858595
INTRON A,76,1850571
LEVOXYL,2469,1848361
LEVORPHANOL TARTRATE,76,1844072
DIFLORASONE DIACETATE,231,1837706
THEO-24,1024,1834006
ZOMIG,179,1822512
ABRAXANE,22,1821227
ALOXI,58,1817783
MICARDIS,702,1808282
ERYPED 200,121,1803835
BUTALBITAL-ASPIRIN-CAFFEINE,1645,1801883
NAMZARIC,342,1793994
SYLATRON,17,1760912
PRANDIN,184,1749391
PERPHENAZINE-AMITRIPTYLINE,1674,1742919
FLUNISOLIDE,1588,1739217
NEOMYCIN-POLYMYXIN-HC,2523,1723815
NEVIRAPINE,1095,1703099
TERBUTALINE SULFATE,411,1695320
REMODULIN,6,1690324
LEVOBUNOLOL HCL,2688,1687271
LEVEMIR FLEXPEN,286,1678252
PLAQUENIL,276,1678177
SUMAVEL DOSEPRO,79,1677103
PREVALITE,1130,1673184
VGO 30,298,1646717
VGO 20,274,1646338
EASY TOUCH PEN NEEDLE,3063,1627192
KEYTRUDA,9,1625193
DEXEDRINE,77,1625066
MINIVELLE,680,1624658
PRED FORTE,269,1615341
BETIMOL,704,1614485
TRIZIVIR,73,1614079
ENALAPRIL-HYDROCHLOROTHIAZIDE,6598,1604078
CEFPROZIL,1400,1586569
DEXTROSE IN WATER,1134,1585706
CARAC,43,1581237
CYCLOPHOSPHAMIDE,173,1575883
GELNIQUE,322,1570139
ZOLEDRONIC ACID,154,1567421
AMILORIDE HCL,2233,1562917
MOVANTIK,366,1554725
MILRINONE LACTATE,57,1548318
TERCONAZOLE,2086,1535050
MATZIM LA,1186,1528829
TENORMIN,372,1524935
PENTAZOCINE-NALOXONE HCL,513,1523893
MYCAMINE,70,1510814
DOCETAXEL,47,1510539
SALSALATE,521,1508488
NICOTROL,323,1497764
ACTIQ,7,1495325
SSD,3161,1490149
COZAAR,800,1475601
CEFADROXIL,4524,1475102
PAXIL,460,1470689
KRISTALOSE,267,1470448
GENERLAC,4069,1463227
EPINASTINE HCL,796,1462423
CYCLOSPORINE,275,1454497
OXALIPLATIN,46,1453914
SIMPONI ARIA,15,1453030
NIASPAN,382,1452887
ALBENZA,13,1446855
NARATRIPTAN HCL,1163,1441313
BUPHENYL,10,1439673
SPORANOX,46,1437745
PROBENECID,2502,1429615
DENAVIR,117,1422818
VIMIZIM,1,1416816
LOTREL,451,1415368
ILARIS,5,1409582
NICOTROL NS,218,1399148
SUMATRIPTAN,334,1397221
METOPROLOL-HYDROCHLOROTHIAZIDE,1839,1391406
ORPHENADRINE CITRATE,2173,1380113
DYRENIUM,355,1377336
POLYMYXIN B SUL-TRIMETHOPRIM,2953,1370512
COSOPT,383,1363751
ISOSORBIDE MONONITRATE,5762,1358294
HYSINGLA ER,193,1351998
FEMARA,139,1351081
REXULTI,91,1348475
MICARDIS HCT,500,1340338
ACAMPROSATE CALCIUM,587,1340187
ZYMAXID,163,1321897
THEOPHYLLINE,1410,1317024
ZYLET,222,1296423
STIOLTO RESPIMAT,202,1292209
EQUETRO,251,1287249
DIPENTUM,81,1284764
MESALAMINE,286,1277580
MONUROL,353,1269105
TRANDOLAPRIL,3854,1266931
AVAPRO,569,1262841
ZOLMITRIPTAN,715,1261572
ALINIA,62,1259774
ZIRGAN,242,1253258
CIMETIDINE,2737,1246451
CANDESARTAN-HYDROCHLOROTHIAZID,884,1245608
ALCLOMETASONE DIPROPIONATE,673,1221411
COMBIVIR,98,1219521
VICODIN ES,593,1218961
CAMBIA,130,1216328
MEPRON,50,1214630
TOBRAMYCIN,3283,1211474
DONEPEZIL HCL ODT,1739,1207896
ERY-TAB,260,1205249
RYTHMOL SR,144,1203398
ESTAZOLAM,1223,1196255
RIFABUTIN,134,1194042
ADAGEN,1,1193562
BETAXOLOL HCL,818,1192455
DIDANOSINE,328,1184159
MEPROBAMATE,369,1181275
VERSACLOZ,33,1172603
CYRAMZA,11,1172361
HYDROCORTISONE BUTYRATE,434,1170702
PIOGLITAZONE-GLIMEPIRIDE,202,1166577
ERYPED 400,61,1163549
CALCIPOTRIENE-BETAMETHASONE DP,92,1158904
CLIMARA,620,1154226
ARCAPTA NEOHALER,258,1152395
TYVASO,6,1147986
PEG-3350 AND ELECTROLYTES,2801,1147863
TACLONEX,65,1146463
ZORVOLEX,282,1144291
VASOTEC,101,1124878
ETHOSUXIMIDE,571,1118878
PROBENECID-COLCHICINE,1456,1107722
GENGRAF,285,1106408
COLISTIMETHATE,97,1102127
WELLBUTRIN SR,255,1101685
ASCOMP WITH CODEINE,545,1098971
COREG,367,1098775
FORTICAL,929,1092289
COMBIPATCH,500,1091224
ARIMIDEX,147,1088881
ACTOS,175,1087557
METHYLPHENIDATE LA,443,1086904
ACEBUTOLOL HCL,3093,1083229
OTREXUP,98,1080133
UROXATRAL,138,1078778
MIGRANAL,25,1074296
PRAMIPEXOLE ER,128,1065493
FLEBOGAMMA DIF,15,1065011
TREANDA,9,1064194
DIFICID,21,1063460
VALTREX,185,1063248
HYZAAR,511,1055788
ERYTHROCIN STEARATE,165,1051854
INCRUSE ELLIPTA,223,1045624
NAFCILLIN SODIUM,104,1044571
NORETHINDRONE ACETATE,959,1042638
QUININE SULFATE,395,1040133
IMIPRAMINE PAMOATE,246,1024575
AZACITIDINE,15,1023210
CYSTADANE,29,1019384
ZUBSOLV,170,1018358
KLOR-CON,360,1017153
MOEXIPRIL HCL,1671,1014240
RIBASPHERE,318,1012380
MOXEZA,140,1011467
ARESTIN,19,1008275
QUINIDINE GLUCONATE,175,1001660
NICARDIPINE HCL,397,1000889
OXISTAT,102,986939
CANCIDAS,19,980598
FLUOCINONIDE-E,400,974989
DEPAKENE,100,972847
EASY COMFORT PEN NEEDLES,903,970787
METHSCOPOLAMINE BROMIDE,361,966166
INDOMETHACIN,3001,964951
LACRISERT,124,954247
ALPRAZOLAM ER,1747,947040
GUANFACINE HCL ER,356,943321
METHYLERGONOVINE MALEATE,25,932383
FARESTON,51,928300
ADVICOR,253,921527
VICODIN,689,920460
CHLORZOXAZONE,1615,919730
PRILOSEC,178,919323
HUMIRA PEN PSORIASIS,11,917761
FARYDAK,9,914819
CLARITHROMYCIN ER,601,910071
KAZANO,150,909736
MAXALT,105,909452
ANTARA,127,897459
EVZIO,58,897392
ADDERALL,163,884159
DANAZOL,241,878638
KADCYLA,8,876571
DEMSER,3,872703
REQUIP XL,136,872479
RIDAURA,45,870445
PAXIL CR,326,869842
VERAMYST,343,866455
VICODIN HP,278,857248
IMIPENEM-CILASTATIN SODIUM,264,855787
LINEZOLID,48,855385
PULMOZYME,16,843911
SANDOSTATIN,10,832417
SODIUM BICARBONATE,678,831650
ZESTRIL,228,829321
ULTRAM,193,829007
PEN NEEDLE,2760,828428
BUPRENEX,23,825023
TAZORAC,104,819346
GLYSET,236,813579
ARIXTRA,16,811090
SOTALOL AF,1983,808090
CAPTOPRIL-HYDROCHLOROTHIAZIDE,656,805444
CONCERTA,175,802264
CORDRAN,114,799934
ENTYVIO,12,799809
SOLARAZE,21,794345
ZYCLARA,38,793963
NITRO-DUR,388,792289
GEMCITABINE HCL,50,787731
CATAPRES-TTS 3,131,786709
SYMLINPEN 60,69,783387
MIRAPEX,147,783004
ATACAND,469,778825
DEXAMETHASONE SODIUM PHOSPHATE,1167,772693
ENTOCORT EC,37,770759
COMFORT EZ,756,769960
CEFAZOLIN SODIUM,643,765739
ZIPSOR,92,764565
HALOPERIDOL LACTATE,1341,760110
STAXYN,75,757786
PEXEVA,127,756131
ISRADIPINE,519,750862
PROMETHEGAN,207,750498
DEPEN,16,745164
HYDROCORTISONE-ACETIC ACID,364,730940
AROMASIN,75,730182
PHENYTEK,747,729841
AMILORIDE-HYDROCHLOROTHIAZIDE,2321,724523
SIGNIFOR,5,722507
STALEVO 100,76,717460
BUTALB-ACETAMINOPH-CAFF-CODEIN,142,713206
PROTRIPTYLINE HCL,298,710620
TOBRAMYCIN SULFATE,264,707547
GLUCOPHAGE,458,705390
DISOPYRAMIDE PHOSPHATE,643,703714
PEN NEEDLES,1390,703114
FULYZAQ,74,702957
ENTRESTO,94,699723
PATANASE,151,697886
METHYLPHENIDATE HCL CD,260,697575
CELEXA,222,695317
SUCRAID,6,695241
BONIVA,190,692166
CLINDAMYCIN-BENZOYL PEROXIDE,148,692046
CYTOMEL,482,691649
SYNRIBO,8,689691
LEVITRA,167,688242
MONOJECT INSULIN SYRINGE,1010,686764
NOVOTWIST,749,683967
ZOSYN,148,682113
FIORINAL WITH CODEINE #3,61,680887
NALBUPHINE HCL,131,680670
DESVENLAFAXINE ER,252,679896
ALOSETRON HCL,31,677325
VECTIBIX,7,670993
ANADROL-50,10,670124
ATROPINE SULFATE,1196,669934
MEPERIDINE HCL,702,668267
NATPARA,6,667920
SULFACETAMIDE SODIUM,804,662063
TETRACYCLINE HCL,145,658271
CODEINE SULFATE,639,654870
CYSTARAN,13,652667
TWINRIX,132,649518
DDAVP,40,649355
SOMA,56,649068
CHLORDIAZEPOXIDE-AMITRIPTYLINE,589,645778
SODIUM PHENYLBUTYRATE,4,643598
EPIVIR,269,643330
ERYTHROMYCIN-BENZOYL PEROXIDE,304,643174
PAMELOR,31,640682
ACETYLCYSTEINE,627,636368
CARDIZEM LA,320,634265
MENEST,808,634195
ALTACE,280,632699
NIMODIPINE,21,632338
ORAP,325,627140
INNOPRAN XL,82,624470
GUANFACINE HCL,3003,623360
SANDIMMUNE,86,622256
TRILIPIX,215,621505
DISULFIRAM,488,619491
AMPICILLIN SODIUM,237,618444
METHOXSALEN,15,618021
SINEMET 25-100,172,617625
MARINOL,21,617400
NIZATIDINE,1454,608673
DIPYRIDAMOLE,1598,608235
SINGLE USE SWAB,6066,608015
MAXALT MLT,99,607857
MIGERGOT,46,604943
KLONOPIN,233,603834
ANAFRANIL,20,602059
HEPSERA,41,599639
CATAPRES-TTS 2,128,598342
METHAMPHETAMINE HCL,52,597486
NULOJIX,18,596851
AFEDITAB CR,1253,592584
ZIAGEN,86,589130
LITHOBID,109,583751
MIMVEY,360,582315
PROAIR RESPICLICK,477,578004
SUPRAX,130,577563
OSMOPREP,149,575452
AZTREONAM,56,571635
HALOG,37,571445
AMIKACIN SULFATE,369,567508
FOCALIN XR,113,564099
EASY TOUCH,1330,558762
LIDOCAINE HCL VISCOUS,2968,549402
STALEVO 150,65,541580
SORIATANE,32,537500
GRISEOFULVIN ULTRAMICROSIZE,96,537070
DEXMETHYLPHENIDATE HCL ER,174,535757
AMPICILLIN-SULBACTAM,268,535097
VITAMIN D2,1663,532320
SAVAYSA,108,532298
OMNARIS,164,524364
RITALIN LA,116,522702
PARNATE,34,520201
EMBEDA,47,518092
FIRMAGON,34,515899
SIVEXTRO,8,513288
ZETONNA,164,512252
RIOMET,136,510181
ZYFLO,16,509902
CADUET,134,508227
PROCARDIA XL,194,508165
ISORDIL,48,506300
FLUOXETINE DR,251,505774
ELIPHOS,147,503748
ALTOPREV,75,500889
LIPOFEN,176,500824
PHENELZINE SULFATE,458,495684
PRED MILD,148,491046
CEFEPIME,120,489992
REQUIP,95,488382
DEPO-TESTOSTERONE,568,487956
OXACILLIN SODIUM,52,484526
NEOMYCIN SULFATE,1102,483760
CEFTAZIDIME,215,482584
BICILLIN L-A,79,482342
PACERONE,431,481308
AMOXICILLIN-CLAVULANATE POT ER,251,478593
ASTEPRO,174,472581
CLICKFINE,1294,466573
VECTICAL,140,463991
EVOXAC,83,463686
STALEVO 200,53,460989
FLUTAMIDE,253,454581
ACTOPLUS MET XR,66,454477
AVALIDE,185,453731
TRUEPLUS INSULIN SYRINGE,1126,448946
ARCALYST,2,447517
MONOJECT INSULIN SAFETY SYRNG,493,447334
"PANCRELIPASE 5,000",289,446956
ACETIC ACID,1009,446118
TARKA,207,443938
OPANA,25,440372
ZIDOVUDINE,649,439565
EDLUAR,93,439564
HAVRIX,139,435781
TRAVASOL,97,435678
NALOXONE HCL,80,434126
FLURAZEPAM HCL,1336,433945
DIPHENHYDRAMINE HCL,781,432909
NAPRELAN,35,426938
PHOSLYRA,130,425539
LORZONE,59,424249
ZOFRAN,15,424005
NITROLINGUAL,61,423192
BINOSTO,100,420763
PROGLYCEM,34,420288
SELENIUM SULFIDE,1233,419769
IVERMECTIN,515,419659
CRIXIVAN,72,419586
CLONIDINE HCL ER,102,417081
LAMOTRIGINE ODT,60,415356
FOSAMAX PLUS D,208,414711
METHOTREXATE SODIUM,1247,412877
CLARINEX,161,412026
ZANTAC,83,411853
AMPICILLIN TRIHYDRATE,2735,411816
FML FORTE,174,411022
FOSINOPRIL-HYDROCHLOROTHIAZIDE,646,410377
HECTOROL,37,410336
DICLOXACILLIN SODIUM,672,408720
RESTORIL,53,408069
FIORICET,78,408052
EURAX,47,406990
COMTAN,48,406250
GENVOYA,10,405780
TOPIRAMATE ER,52,404676
SKELAXIN,61,401474
LORAZEPAM INTENSOL,608,400058
AXERT,57,399226
DIVIGEL,191,397501
STAVUDINE,279,395296
BETAPACE,46,395178
CELONTIN,131,394218
FLURBIPROFEN,724,393771
PROLEUKIN,3,393615
TOLCAPONE,3,393445
PROTOPIC,34,393135
FEMRING,64,389263
GLUCOPHAGE XR,277,386999
GRANISETRON HCL,116,378914
TYPHIM VI,96,376657
RISPERDAL M-TAB,34,376326
JINTELI,349,376039
FLAVOXATE HCL,355,374869
PERINDOPRIL ERBUMINE,670,373748
INTUNIV,79,370676
PHENADOZ,149,370450
PINNACAINE,5,368765
FORFIVO XL,94,368726
PRAVACHOL,130,368614
DECITABINE,3,366789
FOLIC ACID,2336,363046
YERVOY,1,362638
CALAN SR,137,360698
GLYXAMBI,43,358017
IRINOTECAN HCL,29,353148
TOBRADEX ST,101,351066
ZEMPLAR,69,349499
SULAR,51,349173
REMERON,160,348250
CILOXAN,111,347957
PRENATAL PLUS,1371,346801
CEFACLOR,262,346006
RITALIN,194,345916
OXYCODONE HCL-ASPIRIN,293,345107
PHOSPHA 250 NEUTRAL,569,344863
FLURBIPROFEN SODIUM,432,344308
ABILIFY DISCMELT,24,344117
XIGDUO XR,62,343202
NUTROPIN AQ,18,339681
NAPHAZOLINE HCL,534,338929
BUPAP,30,338762
CHLORDIAZEPOXIDE HCL,2414,334938
COSENTYX (2 SYRINGES),3,334837
AMARYL,176,333633
SYMBYAX,47,332279
TESTRED,2,331080
RILUTEK,12,330646
ROCALTROL,194,328419
METHYLDOPA,1210,323788
NUVARING,223,323099
NAPROXEN SODIUM CR,11,321101
ZONTIVITY,54,320706
CORTIFOAM,35,319878
RETIN-A,231,318178
ANZEMET,5,315804
AMOXAPINE,417,315701
BECONASE AQ,89,314855
RENACIDIN,236,311816
SURMONTIL,58,306198
PYRIDOSTIGMINE BROMIDE ER,24,305031
DEXTROSE 5%-0.45% NACL,854,302426
ESTROPIPATE,1050,294792
MITOMYCIN,12,293956
VIRAMUNE,32,293240
DIASTAT ACUDIAL,26,292028
CORLANOR,45,291389
ZOLMITRIPTAN ODT,155,289839
SULFADIAZINE,50,289073
MOBIC,73,288350
NIFEDIPINE,261,287986
BRISDELLE,126,287739
ARTHROTEC 75,80,287145
CEFOXITIN,64,286448
ARAVA,17,285255
ROBAXIN,5,282530
RASUVO,28,281354
REPATHA SURECLICK,12,281089
UNIFINE PENTIPS PLUS,617,280630
STALEVO 125,36,280603
VIOKACE,19,275720
BACITRACIN-POLYMYXIN,522,273341
SINEMET CR,83,271471
TELMISARTAN-AMLODIPINE,146,269605
XULANE,197,268299
ZANAFLEX,61,267050
CONSTULOSE,539,265416
LONSURF,3,264846
BUTALBITAL-ACETAMINOPHEN,272,264471
CLIMARA PRO,135,264346
ABELCET,12,262926
ERYTHROMYCIN ETHYLSUCCINATE,56,261082
HYOSCYAMINE SULFATE,380,258838
POLYMYXIN B SULFATE,118,258227
ATACAND HCT,150,257482
PROSCAR,108,257471
DEXMETHYLPHENIDATE HCL,246,257367
AMINOCAPROIC ACID,31,253298
UNITHROID,330,252545
HUMALOG KWIKPEN U-200,17,251791
GRANIX,9,251509
PROCHLORPERAZINE,143,249720
DEMEROL,150,249002
CLOBEX,21,247553
ORTHO TRI-CYCLEN LO,145,247544
ULTRA COMFORT,771,245631
ZORBTIVE,1,245516
PHOSPHOLINE IODIDE,86,244907
GLYBURIDE MICRONIZED,1160,244242
INTERMEZZO,69,243666
ZOLADEX,14,243371
JEVTANA,2,241286
BETAPACE AF,34,239443
TRILYTE WITH FLAVOR PACKETS,569,239437
PYLERA,25,235192
DAYTRANA,58,235051
ACCUPRIL,152,233658
ZERBAXA,14,233262
FUSILEV,5,232497
TORISEL,3,231376
RIMSO-50,21,231287
LASIX,437,231160
PROMETHAZINE VC,246,230533
CUVPOSA,32,228176
WATER,461,227616
DESOXYN,15,227531
PREVIDENT,879,227241
IMURAN,49,226579
ULTRACET,62,226161
AFREZZA,34,224634
MOZOBIL,1,223898
FIORICET WITH CODEINE,20,223854
KENALOG-40,492,223584
PREDNISOLONE SODIUM PHOSPHATE,237,223228
VENTAVIS,1,221826
BUNAVAIL,33,221630
MODERIBA,13,221506
ADAPALENE,80,221334
XEOMIN,6,220722
TRIMETHOBENZAMIDE HCL,170,220716
DUAVEE,90,220407
DERMASILKRX SDS,3,219954
